Category,Case Number,Crime Date and Time,Report Date,Incident Description,Residential Occurance,Disposition,Location,Lat V Lookup,Lon V Lookup,lat,lon
Burglary,CSA20150037,12/20/2014 - 12:00am,1/13/2015,BURGLARY,Yes,Closed - CSA,845 RED MILE RD,38.043891,-84.525186,38.043891,-84.525186
Terroristic Threatening,CSA20150038,01/13/2015 - 4:20pm,1/13/2015,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Theft,2015004658,12/28/2014 - 2:00am,1/12/2015,"TBUT OR DISP ALL OTHERS $10,000 OR MORE BUT U/$1,000,000/F",No,Closed - Lexington Police Report,800 ROSE ST,38.03186,-84.508632,38.031860,-84.508632
Theft,20150095,12/28/2014 - 8:00pm,1/12/2015,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,800 ROSE ST,38.03186,-84.508632,38.031860,-84.508632
Theft,20150096,01/06/2015 - 10:00am,1/12/2015,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,180 AVENUE OF CHAMPIONS,38.039828,-84.502039,38.039828,-84.502039
Theft,20150097,12/13/2014 - 5:00pm,1/12/2015,TBUT OR DISP BICYCLES U/$500/M,No,Closed,344 SOUTH MARTIN LUTHER KING BLVD,#N/A,#N/A,#N/A,#N/A
Theft,20150099,01/12/2015 - 5:00pm,1/12/2015,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Unfounded,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
DUI,20150083,01/11/2015 - 1:37am,1/11/2015,"CARELESS DRIVING, POSS OF MARIJUANA/M, DRUG PARAPHERNALIA - BUY/POSSESS/M, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST OFF/M",No,Cleared By Arrest,NICHOLASVILLE RD & ROSEMONT GARDEN,38.016933,-84.514639,38.016933,-84.514639
Theft,20150084,01/10/2015 - 3:00pm,1/11/2015,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
Alcohol Intoxication,20150089,01/11/2015 - 8:43pm,1/11/2015,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Cleared By Arrest,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
DUI,20150090,01/11/2015 - 11:10pm,1/11/2015,SPEEDING 17 MPH OVER LIMIT. OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST OFF/M,No,Cleared By Arrest,SOUTH LIMESTONE ST & WASHINGTON AVE,38.035715,-84.508033,38.035715,-84.508033
Terroristic Threatening,CSA20150033,01/11/2015 - 12:26am,1/11/2015,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20150034,01/11/2015 - 12:40am,1/11/2015,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20150035,01/11/2015 - 5:19am,1/11/2015,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Liquor Law Violation,201501264,01/11/2015 - 9:54pm,1/11/2015,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X2,Yes,Closed - Disciplinary Referral,767 WOODLAND AVE,38.031091,-84.500891,38.031091,-84.500891
DUI,20150073,01/10/2015 - 2:38am,1/10/2015,"NO REGISTRATION PLATES, FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC 1ST OFF/M, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 1ST OFF/M",No,Cleared By Arrest,SOUTH LIMESTONE ST & TRANSCRIPT AVE,38.03154,-84.509478,38.031540,-84.509478
Drug Violations,20150075,01/10/2015 - 4:37pm,1/10/2015,"POSS OF MARIJUANA/M, GIVING OFFICER FALSE NAME OF ADDRESS/M",No,Cleared By Arrest,SOUTH LIMESTONE ST & AVENUE OF CHAMPIONS,38.041518,-84.503853,38.041518,-84.503853
Sex Offenses,CSA20150032,01/10/2015 - 3:40am,1/10/2015,RAPE,No,Unfounded,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Alcohol Intoxication,20150063,01/09/2015 - 1:31am,1/9/2015,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Cleared By Arrest,SOUTH UPPER ST & BOLIVAR ST,38.041985,-84.505399,38.041985,-84.505399
Theft,20150065,01/05/2015 - 1:25pm,1/9/2015,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open,179 FUNKHOUSER DR,38.035398,-84.504731,38.035398,-84.504731
Alcohol Intoxication,20150067,01/09/2015 - 4:58pm,1/9/2015,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES); POSSESSION OF SYNTHETIC DRUGS/M,No,Cleared By Arrest,HUGUELET DR & ROSE ST,38.033365,-84.506085,38.033365,-84.506085
DUI,20150071,01/09/2015 - 11:05pm,1/9/2015,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST OFF/M,No,Cleared By Arrest,ALUMNI DR & COMMONWEALTH DR,37.986155,-84.455144,37.986155,-84.455144
Assault,CSA20150029,01/09/2015 - 2:23pm,1/9/2015,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20150030,01/09/2015 - 2:39pm,1/9/2015,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20150031,01/09/2015 - 2:56pm,1/9/2015,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Theft,2014216197,12/29/2014 - 11:00pm,1/8/2015,TBUT OR DISP CONTENTS FORM VEHICLE UNDER $500/M,No,Closed - Lexington Police Report,364 AYLESFORD PL,#N/A,#N/A,#N/A,#N/A
Assault,CSA20150023,01/08/2015 - 6:11am,1/8/2015,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Drug Violations,20150059,01/08/2015 - 3:00pm,1/8/2015,DRUG PARAPHERNALIA - BUY/POSSESS/M,No,Closed,800 ROSE ST,38.03186,-84.508632,38.031860,-84.508632
Assault,CSA20150024,01/08/2015 - 5:13pm,1/8/2015,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20150025,01/08/2015 - 10:33pm,1/8/2015,"ASSAULT, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20150026,01/08/2015 - 11:22pm,1/8/2015,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20150027,01/08/2015 - 11:48am,1/8/2015,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20150028,01/08/2015 - 11:03am,1/8/2015,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20150021,01/07/2015 - 6:10am,1/7/2015,TERRORISTIC THREATENING 3RD/M.,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20150018,01/07/2015 - 12:06pm,1/7/2015,ASSAULT 4TH/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20150019,01/07/2015 - 12:03pm,1/7/2015,ASSAULT 4TH/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Theft,20150056,01/07/2015 - 11:00am,1/7/2015,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000/F",No,Open,675 ROSE ST,38.033518,-84.505901,38.033518,-84.505901
Criminal Mischief,CSA20150022,01/07/2015 - 3:28pm,1/7/2015,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Burglary,2015002042,01/05/2015 - 6:00am,1/6/2015,BURGLARY 2ND DEGREE/F,Yes,Closed - Lexington Police Report,364 AYLESFORD PL,#N/A,#N/A,#N/A,#N/A
Assault,CSA20150017,01/06/2015 - 1:25am,1/6/2015,"ASSAULT, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Theft,20150052,01/06/2015 - 4:25pm,1/6/2015,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000/F",No,Open,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Drug Violations,20150054,01/06/2015 - 11:25pm,1/6/2015,"DISREGARDING STOP SIGN/V, POSS OF MARIJUANA/M, DRUG PARAPHERNALIA-BUY/POSSESS/M.",No,Citation issued,ALUMNI DR/UNIVERSITY DR,#N/A,#N/A,#N/A,#N/A
Assault,CSA20150020,01/06/2015 - 6:12pm,1/6/2015,ASSAULT 4TH/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20150001,01/01/2015 - 5:00pm,1/5/2015,ASSAULT,No,Closed - CSA,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Theft,20150047,12/22/2014 - 11:00am,1/5/2015,TBUT OR DISP FROM BUILDING U/$500/M,No,Open,251 SCOTT ST,38.039659,-84.506698,38.039659,-84.506698
Assault,20150048,01/05/2015 - 9:30am,1/5/2015,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY/M,No,Closed,800 ROSE ST,38.03186,-84.508632,38.031860,-84.508632
Alcohol Intoxication,20150032,01/04/2015 - 12:30pm,1/4/2015,"ALCOHOL INTOXICATION IN A PUBLIC PLACE 3RD OR > MORE OFF IN 12 MONTHS/M, DISORDERLY CONDUCT 2ND/M",No,Closed,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
DUI,20150041,01/04/2015 - 9:33pm,1/4/2015,"NO REGISTRATION PLATES, CARELESS DRIVING, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST OFF/M",No,Cleared By Arrest,562 WOODLAND AVE,#N/A,#N/A,#N/A,#N/A
Assault,CSA20150015,01/04/2015 - 11:20am,1/4/2015,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20150016,01/04/2015 - 2:38pm,1/4/2015,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Drug Violations,20150015,01/03/2015 - 12:03am,1/3/2015,"CARELESS DRIVING, POSS OF MARIJUANA/M, UNLAWFUL TRANSACTION W/MINOR 3RD DEGREE/M, DRUG PARAPHERNALIA - BUY/POSSESS/M",No,Citation issued,SOUTH LIMESTONE ST & WARREN CT,38.043909,-84.500554,38.043909,-84.500554
DUI,20150016,01/03/2015 - 12:32am,1/3/2015,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST OFF/M,No,Cleared By Arrest,NICHOLASVILLE RD & FARM RD,38.026594,-84.511209,38.026594,-84.511209
Assault,20150017,01/03/2015 - 11:00am,1/3/2015,"ASSAULT 2ND DEGREE/F, CRIMINAL MISCHIEF 1ST/F",No,Cleared By Arrest,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Theft,20150018,12/01/2014 - 12:00pm,1/3/2015,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F x6",No,Open,800 ROSE ST,38.03186,-84.508632,38.031860,-84.508632
Assault,20150019,01/03/2015 - 4:21pm,1/3/2015,"ALCOHOL INTOXICATION IN A PUBLIC PLACE 3RD OR > OFF IN 12 MONTHS/M, DISORDERLY CONDUCT 2ND/M, ASSAULT 4TH DEGREE (NO VISIBLE INJURY)/M",No,Cleared By Arrest,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
Alcohol Intoxication,201500301,01/03/2015 - 11:57am,1/3/2015,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Closed - N/A,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
Alcohol Intoxication,201500304,01/03/2015 - 3:40pm,1/3/2015,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Closed - N/A,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
DUI,2015001088,01/03/2015 - 2:45am,1/3/2015,"OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST OFF/M, POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEHICLE PROHIBITED, CRIMINAL LITTERING/M",No,Closed - Lexington Police Report,SOUTH LIMESTONE ST & HUGUELET DR,38.034917,-84.508334,38.034917,-84.508334
Alcohol Intoxication,2015001086,01/03/2015 - 2:04am,1/3/2015,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES) X2, DISORDERLY CONDUCT 2ND/M, HARASSMENT (NO PHYSICAL CONTACT)",No,Closed - Lexington Police Report,JERSEY ST & PINE ST,38.043064,-84.502761,38.043064,-84.502761
Assault,CSA20150012,01/03/2015 - 12:31am,1/3/2015,"ASSAULT, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20150013,01/03/2015 - 1:50am,1/3/2015,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20150014,01/03/2015 - 6:35pm,1/3/2015,"ASSAULT, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Drug Violations,20150009,01/02/2015 - 2:02am,1/2/2015,"CARELESS DRIVING, OBSTRUCTED VISION AND/OR WINDSHIELD, FAILURE OF NON-OWNER OPERATOR TO MAINTAIN REQ INS/SEC 1ST OFF/M, DRUG PARAPHERNALIA - BUY/POSSESS/M, POSS CONT SUB 1ST DEG 1ST OFF (HEROIN)/F, FAILURE TO NOTIFY ADRS CHANGE TO DEPT OF TRANS/M",No,Cleared By Arrest,SOUTH LIMESTONE ST,38.037721,-84.507256,38.037721,-84.507256
Criminal Trespass,20150010,01/02/2015 - 3:46am,1/2/2015,CRIMINAL TRESPASSING 3RD,No,Cleared By Arrest,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
Drug Violations,20150013,01/02/2015 - 5:52pm,1/2/2015,"FAILURE TO OR IMPROPER SIGNAL, OPERATING VEHICLE WITH EXPIRED OPERATORS LICENSE/M, POSSESSION OF SYNTHETIC DRUGS - CLASS B MISDEMEANOR/M",No,Citation issued,EAST MAXWELL ST & KENTUCKY AVE,#N/A,#N/A,#N/A,#N/A
Assault,CSA20150008,01/02/2015 - 1:15am,1/2/2015,"ASSAULT X2, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20150009,01/02/2015 - 2:45am,1/2/2015,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Criminal Mischief,CSA20150010,01/02/2015 - 2:20pm,1/2/2015,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20150011,01/02/2015 - 11:50am,1/2/2015,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
DUI,20150001,01/01/2015 - 12:36am,1/1/2015,"DISREGARDING TRAFFIC CONT DEV-TRAFFIC LIGHT/V, DISREGARDING STOP SIGN/V, RECKLESS DRIVING/V, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08(AGG CIRCUM) 1ST OFF/M.",No,Cleared By Arrest,UNIVERSITY DR AND HILLTOP AVE,#N/A,#N/A,#N/A,#N/A
Alcohol Intoxication,20150003,01/01/2015 - 2:06am,1/1/2015,ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE/V.,No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202,38.042758,-84.503202
Drug Violations,20150002,01/01/2015 - 12:47am,1/1/2015,"OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08(AGG CIRCUM) 1ST OFF/M, POSS OF MARIJUANA/M, DRUG PARAPHERNALIA-BUY/POSSESS/M.",No,Cleared By Arrest,TRANSYLVANIA PARK AND EUCLID AVE,#N/A,#N/A,#N/A,#N/A
Alcohol Intoxication,20150004,01/01/2015 - 2:45am,1/1/2015,ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE/V,No,Cleared By Arrest,SOUTH LIMESTONE ST AND VIRGINIA AVE,#N/A,#N/A,#N/A,#N/A
DUI,20150005,01/01/2015 - 3:56am,1/1/2015,"FAILURE TO ILLUMINATE HEAD LAMPS/V, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08(AGG CIRCUM) 1ST OFF/M.",No,Cleared By Arrest,SOUTH LIMESTONE ST AND EAST MAXWELL ST,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,20150006,01/01/2015 - 7:07pm,1/1/2015,CRIMINAL MISCHIEF 1ST/F,No,Cleared By Arrest,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Alcohol Intoxication,201500011,01/01/2015 - 1:35am,1/1/2015,ALCOHOL INTOXICATION IN A PUBLIC PLACE,Yes,Closed - Disciplinary Referral,344 SOUTH MARTIN LUTHER KING BLVD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20150003,01/01/2015 - 11:02am,1/1/2015,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20150004,01/01/2015 - 1:13pm,1/1/2015,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20150005,01/01/2015 - 2:10pm,1/1/2015,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20150006,01/01/2015 - 2:44pm,1/1/2015,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20150007,01/01/2015 - 4:25pm,1/1/2015,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,20161206,06/02/2016 - 9:01pm,6/3/2016,"TERRORISTIC THREATENING, 3RD DEGREE",No,Unfounded,1000 SOUTH LIMESTONE STREET,38.030065,-84.509419,38.030065,-84.509419
DUI,20161207,06/02/2016 - 11:00pm,6/3/2016,"NO REGISTRATION PLATES, OPER MTR VEHICLE U/UNLFU ALC/DRUGS/ETC .08(AGG CIRCUM) 1ST OFF, POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED, AND POSS MARIJUANA",No,Cleared By Arrest,SOUTH LIMESTONE STREET AT VIRGINIA AVENUE,#N/A,#N/A,#N/A,#N/A
Burglary,20161199,06/02/2016 - 3:30am,6/2/2016,"BURGLARY, 3RD DEGREE",No,Closed,349 SCOTT STREET,#N/A,#N/A,#N/A,#N/A
Theft,20161201,06/01/2016 - 10:00pm,6/2/2016,"TBUT OF DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Closed,310 SOUTH LIMESTONE,#N/A,#N/A,#N/A,#N/A
Theft,20161202,05/26/2016 - 11:00am,6/2/2016,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000",No,Closed,1000 SOUTH LIMESTONE STREET,38.030065,-84.509419,38.030065,-84.509419
Theft,20161204,06/02/2016 - 2:45pm,6/2/2016,CRIMINAL MISCHIEF 2ND DEGREE,No,Closed,110 TRANSCRIPT AVENUE,#N/A,#N/A,#N/A,#N/A
DUI,20161184,06/01/2016 - 2:40am,6/1/2016,OPER MOTOR VEHICLE U/INFLU ALCOHOL < 21 YOA; NO MOTORCYCLE OPERATORS LICENSE; NO REGISTRATION PLATES; CARELESS DRIVING,No,Open,SOUTH LIMESTONE STREET/HUGUELET DRIVE,#N/A,#N/A,#N/A,#N/A
Theft,20161187,05/31/2016 - 1:20pm,6/1/2016,TBUT OR DISP FROM BUILDING U/$500,No,Unfounded,138 Leader Avenue,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,20161189,06/01/2016 - 7:00am,6/1/2016,CRIMINAL MISCHIEF 3RD DEGREE,No,Closed,631 S. Limestone,#N/A,#N/A,#N/A,#N/A
Theft,20161191,06/01/2016 - 10:00am,6/1/2016,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Closed,310 SOUTH LIMESTONE,#N/A,#N/A,#N/A,#N/A
DUI,20161194,05/31/2016 - 10:40pm,6/1/2016,DRIVING ON DUI SUSPENDED LICENSE- 1ST OFFENSE,No,Cleared By Arrest,LEXINGTON ROAD NEAR MARY LYNN ROAD,#N/A,#N/A,#N/A,#N/A
Sex Offenses,20161200,05/31/2016 - 9:00am,6/1/2016,"SEXUAL ABUSE, 1ST DEGREE, VICTIM U/12 YEARS OF AGE",No,Open,135 E MAXWELL ST,38.042682,-84.499971,38.042682,-84.499971
Theft,20161176,05/31/2016 - 2:13am,5/31/2016,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Open,310 SOUTH LIMESTONE STREET,38.042101,-84.5007,38.042101,-84.500700
Theft,20161181,05/30/2016 - 11:00am,5/31/2016,TBUT OR DISP FROM BUILDING U/$500,No,Open,310 SOUTH LIMESTONE STREET,38.042101,-84.5007,38.042101,-84.500700
Criminal Mischief,20161182,05/31/2016 - 1:59pm,5/31/2016,CRIMINAL MISCHIEF 3RD DEGREE,No,Open,251 SCOTT STREET (PARKING LOT ACROSS FROM TAYLOR EDUCATION BLDG),#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160645,05/31/2016 - 2:27am,5/31/2016,HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160646,05/31/2016 - 8:23pm,5/31/2016,HARASSMENT X2,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Criminal Trespass,20161183,05/31/2016 - 11:07pm,5/31/2016,CRIMINAL TRESPASSING-2ND DEGREE,No,Open,349 SCOTT STREET,#N/A,#N/A,#N/A,#N/A
DUI,20161170,05/30/2016 - 1:22am,5/30/2016,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC..08(AGG CIRCUM) 1ST OFF; CARELESS DRIVING,No,Cleared By Arrest,SOUTH LIMESTONE STREET/VIRGINIA AVENUE,#N/A,#N/A,#N/A,#N/A
All Other Offenses,20161173,05/30/2016 - 9:26am,5/30/2016,"FRAUD USE OF CREDIT CARD $500 < $10,000; UNLAWFUL ACCESS TO COMPUTER, 2ND DEGREE",Yes,Open,300 COMMONWEALTH DRIVE,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160639,05/30/2016 - 9:59am,5/30/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160638,05/30/2016 - 5:14pm,5/30/2016,HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160637,05/30/2016 - 5:29pm,5/30/2016,HARASSMENT-PHYSICAL CONTACT-NO INJURY X2,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160636,05/30/2016 - 5:55pm,5/30/2016,HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160635,05/30/2016 - 5:30pm,5/30/2016,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160647,05/30/2016 - 5:32pm,5/30/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Drug Violations,20161169,05/29/2016 - 9:30pm,5/29/2016,POSS CONT SUB 1ST DEG 1ST OFF (COCAINE); DRUG PARAPHERNALIA-BUY/POSSESS; TAMPERING WITH PHYSICAL EVIDENCE,No,Cleared By Arrest,COLLEGE VIEW AVENUE/ROSE STREET,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160642,05/29/2016 - 12:24pm,5/29/2016,ASSAULT X2,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160641,05/29/2016 - 2:55pm,5/29/2016,HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
All Other Offenses,CSA20160640,05/29/2016 - 9:15pm,5/29/2016,MENACING,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160626,05/29/2016 - 8:43am,5/29/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160625,05/29/2016 - 11:11am,5/29/2016,HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160624,05/29/2016 - 11:21am,5/29/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160623,05/29/2016 - 11:24am,5/29/2016,HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160622,05/29/2016 - 11:30am,5/29/2016,HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160621,05/29/2016 - 1:02pm,5/29/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160620,05/29/2016 - 12:25pm,5/29/2016,ASSAULT X2,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,CSA20160643,05/26/2016 - 11:00pm,5/28/2016,CRIMINAL MISCHIEF,No,Closed - CSA,SCOTT STREET (PPD POWERPLANT PARKING),#N/A,#N/A,#N/A,#N/A
Assault,CSA20160633,05/28/2016 - 12:46pm,5/28/2016,ASSAULT; TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160632,05/28/2016 - 2:20pm,5/28/2016,HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160631,05/28/2016 - 1:33pm,5/28/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,CSA20160630,05/28/2016 - 12:40pm,5/28/2016,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160629,05/28/2016 - 12:35pm,5/28/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
